s,forward,upward,foamSource,crestMask,dForwardDs,dUpwardDs,flowSpeed,breakingWeight
164.927,4.82141e-11,9.81332e-14,0,0,-1.37761e-11,-3.71629e-14,0,0
165.396,4.21722e-11,8.22081e-14,0,0,-1.20849e-11,-3.12225e-14,0,0
165.865,3.68735e-11,6.88335e-14,0,0,-1.05966e-11,-2.62174e-14,0,0
166.334,3.22282e-11,5.76052e-14,0,0,-9.28817e-12,-2.20044e-14,0,0
166.804,2.81573e-11,4.81842e-14,0,0,-8.13815e-12,-1.84586e-14,0,0
167.273,2.45912e-11,4.02833e-14,0,0,-7.12778e-12,-1.54763e-14,0,0
167.742,2.14685e-11,3.3661e-14,0,0,-6.24045e-12,-1.29692e-14,0,0
168.211,1.87351e-11,2.81129e-14,0,0,-5.46139e-12,-1.08625e-14,0,0
168.68,1.63434e-11,2.34674e-14,0,0,-4.77771e-12,-9.09332e-15,0,0
169.15,1.42516e-11,1.95795e-14,0,0,-4.17799e-12,-7.60849e-15,0,0
169.619,1.24227e-11,1.63275e-14,0,0,-3.65211e-12,-6.36269e-15,0,0
170.088,1.08244e-11,1.36087e-14,0,0,-3.19123e-12,-5.31816e-15,0,0
170.557,9.42803e-12,1.13369e-14,0,0,-2.78736e-12,-4.44284e-15,0,0
171.026,8.20868e-12,9.43945e-15,0,0,-2.43361e-12,-3.70969e-15,0,0
171.496,7.14428e-12,7.85564e-15,0,0,-2.12396e-12,-3.09588e-15,0,0
171.965,6.21552e-12,6.53422e-15,0,0,-1.85298e-12,-2.58233e-15,0,0
172.434,5.40541e-12,5.43233e-15,0,0,-1.61594e-12,-2.15285e-15,0,0
172.903,4.69909e-12,4.51395e-15,0,0,-1.40867e-12,-1.79387e-15,0,0
173.372,4.08349e-12,3.74894e-15,0,0,-1.22751e-12,-1.49396e-15,0,0
173.842,3.54718e-12,3.11199e-15,0,0,-1.06923e-12,-1.24358e-15,0,0
174.311,3.08011e-12,2.58195e-15,0,0,-9.30992e-13,-1.03462e-15,0,0
174.78,2.67352e-12,2.14109e-15,0,0,-8.10317e-13,-8.60317e-16,0,0
175.249,2.3197e-12,1.77461e-15,0,0,-7.04998e-13,-7.15018e-16,0,0
175.718,2.01193e-12,1.47011e-15,0,0,-6.13119e-13,-5.93949e-16,0,0
176.188,1.74434e-12,1.21724e-15,0,0,-5.33013e-13,-4.93127e-16,0,0
176.657,1.51175e-12,1.00735e-15,0,0,-4.63193e-13,-4.09212e-16,0,0
177.126,1.30967e-12,8.33231e-16,0,0,-4.0236e-13,-3.39395e-16,0,0
177.595,1.13416e-12,6.88855e-16,0,0,-3.49382e-13,-2.81347e-16,0,0
178.065,9.81802e-13,5.6921e-16,0,0,-3.03259e-13,-2.33108e-16,0,0
178.534,8.49582e-13,4.70102e-16,0,0,-2.6312e-13,-1.93042e-16,0,0
179.003,7.34886e-13,3.88057e-16,0,0,-2.28206e-13,-1.59777e-16,0,0
179.472,6.35429e-13,3.20165e-16,0,0,-1.97852e-13,-1.32178e-16,0,0
179.941,5.49218e-13,2.64019e-16,0,0,-1.71464e-13,-1.09289e-16,0,0
180.411,4.74524e-13,2.17607e-16,0,0,-1.48535e-13,-9.03176e-17,0,0
180.88,4.09831e-13,1.79263e-16,0,0,-1.28624e-13,-7.4601e-17,0,0
181.349,3.53821e-13,1.476e-16,0,0,-1.11338e-13,-6.15882e-17,0,0
181.818,3.05349e-13,1.21468e-16,0,0,-9.63387e-14,-5.08176e-17,0,0
182.287,2.63416e-13,9.9912e-17,0,0,-8.33267e-14,-4.19093e-17,0,0
182.757,2.27154e-13,8.21393e-17,0,0,-7.20439e-14,-3.45454e-17,0,0
183.226,1.95808e-13,6.74941e-17,0,0,-6.22646e-14,-2.84603e-17,0,0
183.695,1.68724e-13,5.54317e-17,0,0,-5.37917e-14,-2.34353e-17,0,0
184.164,1.45329e-13,4.5502e-17,0,0,-4.64544e-14,-1.92875e-17,0,0
184.633,1.2513e-13,3.7332e-17,0,0,-4.01015e-14,-1.58656e-17,0,0
185.103,1.07697e-13,3.06135e-17,0,0,-3.46032e-14,-1.3044e-17,0,0
185.572,9.26579e-14,2.50912e-17,0,0,-2.98477e-14,-1.07189e-17,0,0
186.041,7.96878e-14,2.05547e-17,0,0,-2.57359e-14,-8.80361e-18,0,0
186.51,6.85069e-14,1.68298e-17,0,0,-2.21816e-14,-7.22681e-18,0,0
186.979,5.88722e-14,1.3773e-17,0,0,-1.91108e-14,-5.9294e-18,0,0
187.449,5.0573e-14,1.12655e-17,0,0,-1.64587e-14,-4.86243e-18,0,0
187.918,4.34271e-14,9.20998e-18,0,0,-1.41691e-14,-3.98535e-18,0,0
188.387,3.72766e-14,7.52563e-18,0,0,-1.21932e-14,-3.26484e-18,0,0
188.856,3.19848e-14,6.1462e-18,0,0,-1.04889e-14,-2.6732e-18,0,0
189.326,2.74336e-14,5.01705e-18,0,0,-9.01925e-15,-2.18762e-18,0,0
189.795,2.3521e-14,4.0933e-18,0,0,-7.75226e-15,-1.78935e-18,0,0
190.264,2.01587e-14,3.3379e-18,0,0,-6.66076e-15,-1.46284e-18,0,0
190.733,1.72705e-14,2.72054e-18,0,0,-5.72076e-15,-1.19528e-18,0,0
191.202,1.47903e-14,2.21623e-18,0,0,-4.91148e-15,-9.76168e-19,0,0
191.672,1.26614e-14,1.80449e-18,0,0,-4.21504e-15,-7.96808e-19,0,0
192.141,1.08348e-14,1.46849e-18,0,0,-3.61596e-15,-6.50067e-19,0,0
192.61,9.26817e-15,1.19446e-18,0,0,-3.10077e-15,-5.30077e-19,0,0
193.079,7.92501e-15,9.71058e-19,0,0,-2.65797e-15,-4.32017e-19,0,0
193.548,6.77389e-15,7.89046e-19,0,0,-2.27755e-15,-3.5191e-19,0,0
194.018,5.78772e-15,6.4082e-19,0,0,-1.95079e-15,-2.86512e-19,0,0
194.487,4.94323e-15,5.20178e-19,0,0,-1.67022e-15,-2.33147e-19,0,0
194.956,4.22035e-15,4.2203e-19,0,0,-1.42951e-15,-1.89633e-19,0,0
195.425,3.60176e-15,3.42223e-19,0,0,-1.22299e-15,-1.54151e-19,0,0
195.894,3.07268e-15,2.77372e-19,0,0,-1.04585e-15,-1.25242e-19,0,0
196.364,2.62032e-15,2.24694e-19,0,0,-8.94046e-16,-1.01706e-19,0,0
196.833,2.2337e-15,1.8193e-19,0,0,-7.63986e-16,-8.2549e-20,0,0
197.302,1.90338e-15,1.47229e-19,0,0,-6.52594e-16,-6.69673e-20,0,0
197.771,1.62129e-15,1.19086e-19,0,0,-5.57217e-16,-5.42991e-20,0,0
198.24,1.38048e-15,9.62736e-20,0,0,-4.75596e-16,-4.40041e-20,0,0
198.71,1.17499e-15,7.77921e-20,0,0,-4.0578e-16,-3.56424e-20,0,0
199.179,9.99688e-16,6.28262e-20,0,0,-3.46075e-16,-2.88551e-20,0,0
199.648,8.50222e-16,5.07141e-20,0,0,-2.95032e-16,-2.33483e-20,0,0
200.117,7.22825e-16,4.09158e-20,0,0,-2.51426e-16,-1.88828e-20,0,0
200.587,6.1428e-16,3.29941e-20,0,0,-2.14181e-16,-1.52633e-20,0,0
201.056,5.21834e-16,2.65924e-20,0,0,-1.8238e-16,-1.23315e-20,0,0
201.525,4.43132e-16,2.14221e-20,0,0,-1.5524e-16,-9.95758e-21,0,0
201.994,3.76154e-16,1.72481e-20,0,0,-1.32089e-16,-8.03654e-21,0,0
202.463,3.19177e-16,1.38804e-20,0,0,-1.12347e-16,-6.48278e-21,0,0
202.933,2.70726e-16,1.11645e-20,0,0,-9.5517e-17,-5.22678e-21,0,0
203.402,2.29542e-16,8.97553e-21,0,0,-8.11781e-17,-4.21189e-21,0,0
203.871,1.94547e-16,7.21201e-21,0,0,-6.89645e-17,-3.39235e-21,0,0
204.34,1.64825e-16,5.7921e-21,0,0,-5.85639e-17,-2.73086e-21,0,0
204.809,1.3959e-16,4.64933e-21,0,0,-4.97133e-17,-2.19726e-21,0,0
205.279,1.18173e-16,3.73016e-21,0,0,-4.21838e-17,-1.76698e-21,0,0
205.748,1.00004e-16,2.99117e-21,0,0,-3.57816e-17,-1.42024e-21,0,0
206.217,8.45951e-17,2.39738e-21,0,0,-3.03386e-17,-1.14096e-21,0,0
206.686,7.15336e-17,1.92047e-21,0,0,-2.57134e-17,-9.16133e-22,0,0
207.155,6.04652e-17,1.53767e-21,0,0,-2.17854e-17,-7.35219e-22,0,0
207.625,5.10898e-17,1.23053e-21,0,0,-1.84498e-17,-5.89737e-22,0,0
208.094,4.31516e-17,9.84247e-22,0,0,-1.5619e-17,-4.72797e-22,0,0
208.563,3.64327e-17,7.8685e-22,0,0,-1.32174e-17,-3.78849e-22,0,0
209.032,3.07481e-17,6.28729e-22,0,0,-1.11806e-17,-3.03414e-22,0,0
209.501,2.59406e-17,5.02122e-22,0,0,-9.45401e-18,-2.42875e-22,0,0
209.971,2.18764e-17,4.00811e-22,0,0,-7.99092e-18,-1.94313e-22,0,0
210.44,1.84418e-17,3.19775e-22,0,0,-6.75171e-18,-1.55385e-22,0,0
210.909,1.55404e-17,2.54994e-22,0,0,-5.70245e-18,-1.2419e-22,0,0
211.378,1.30905e-17,2.03233e-22,0,0,-4.81437e-18,-9.92075e-23,0,0
211.848,1.10226e-17,1.61896e-22,0,0,-4.06297e-18,-7.92084e-23,0,0
212.317,9.27774e-18,1.28903e-22,0,0,-3.42751e-18,-6.32091e-23,0,0
212.786,7.80612e-18,1.0258e-22,0,0,-2.89038e-18,-5.0416e-23,0,0
213.255,6.56537e-18,8.15916e-23,0,0,-2.43644e-18,-4.01906e-23,0,0
213.724,5.51972e-18,6.48644e-23,0,0,-2.05295e-18,-3.20234e-23,0,0
214.194,4.63884e-18,5.15403e-23,0,0,-1.72919e-18,-2.55027e-23,0,0
214.663,3.89702e-18,4.09323e-23,0,0,-1.45592e-18,-2.02992e-23,0,0
215.132,3.27258e-18,3.24912e-23,0,0,-1.22533e-18,-1.61492e-23,0,0
215.601,2.74715e-18,2.57776e-23,0,0,-1.03088e-18,-1.28411e-23,0,0
216.07,2.30519e-18,2.04409e-23,0,0,-8.66958e-19,-1.02054e-23,0,0
216.54,1.93359e-18,1.62007e-23,0,0,-7.28805e-19,-8.10645e-24,0,0
217.009,1.62126e-18,1.28337e-23,0,0,-6.12437e-19,-6.43586e-24,0,0
217.478,1.35887e-18,1.01612e-23,0,0,-5.14457e-19,-5.10701e-24,0,0
217.947,1.13849e-18,8.04115e-24,0,0,-4.31973e-19,-4.05041e-24,0,0
218.416,9.53496e-19,6.3602e-24,0,0,-3.62563e-19,-3.21079e-24,0,0
218.886,7.98255e-19,5.02809e-24,0,0,-3.04199e-19,-2.54391e-24,0,0
219.355,6.68031e-19,3.97295e-24,0,0,-2.5513e-19,-2.0145e-24,0,0
219.824,5.58836e-19,3.13765e-24,0,0,-2.13893e-19,-1.59445e-24,0,0
220.293,4.6731e-19,2.4767e-24,0,0,-1.7925e-19,-1.26133e-24,0,0
220.762,3.90625e-19,1.954e-24,0,0,-1.50159e-19,-9.97304e-25,0,0
221.232,3.26398e-19,1.54081e-24,0,0,-1.25742e-19,-7.88144e-25,0,0
221.701,2.72626e-19,1.21439e-24,0,0,-1.05255e-19,-6.22521e-25,0,0
222.17,2.27625e-19,9.56627e-25,0,0,-8.80715e-20,-4.91454e-25,0,0
222.639,1.89979e-19,7.53201e-25,0,0,-7.36636e-20,-3.87783e-25,0,0
223.108,1.58498e-19,5.92725e-25,0,0,-6.15879e-20,-3.05828e-25,0,0
223.578,1.32183e-19,4.66207e-25,0,0,-5.1473e-20,-2.41065e-25,0,0
224.047,1.10195e-19,3.66506e-25,0,0,-4.30026e-20,-1.89922e-25,0,0
224.516,9.18291e-20,2.87981e-25,0,0,-3.59118e-20,-1.49551e-25,0,0
224.985,7.64949e-20,2.26165e-25,0,0,-2.99795e-20,-1.17706e-25,0,0
225.455,6.36958e-20,1.77524e-25,0,0,-2.50169e-20,-9.25902e-26,0,0
225.924,5.30186e-20,1.39277e-25,0,0,-2.08664e-20,-7.27935e-26,0,0
226.393,4.41144e-20,1.09214e-25,0,0,-1.73988e-20,-5.72027e-26,0,0
226.862,3.66913e-20,8.55966e-26,0,0,-1.45018e-20,-4.49285e-26,0,0
227.331,3.05057e-20,6.70519e-26,0,0,-1.20825e-20,-3.52697e-26,0,0
227.801,2.53529e-20,5.24989e-26,0,0,-1.00629e-20,-2.76729e-26,0,0
228.27,2.10625e-20,4.10832e-26,0,0,-8.37729e-21,-2.17016e-26,0,0
228.739,1.74915e-20,3.21337e-26,0,0,-6.97156e-21,-1.701e-26,0,0
229.208,1.45203e-20,2.51207e-26,0,0,-5.79947e-21,-1.33258e-26,0,0
229.677,1.20492e-20,1.96285e-26,0,0,-4.82251e-21,-1.04341e-26,0,0
230.147,9.99476e-21,1.53292e-26,0,0,-4.00861e-21,-8.16593e-27,0,0
230.616,8.28743e-21,1.19655e-26,0,0,-3.33074e-21,-6.38739e-27,0,0
231.085,6.86913e-21,9.33515e-27,0,0,-2.76645e-21,-4.99368e-27,0,0
231.554,5.69134e-21,7.27935e-27,0,0,-2.29688e-21,-3.90209e-27,0,0
232.023,4.7137e-21,5.67336e-27,0,0,-1.90626e-21,-3.04755e-27,0,0
232.493,3.90248e-21,4.41948e-27,0,0,-1.58146e-21,-2.37893e-27,0,0
232.962,3.22963e-21,3.44094e-27,0,0,-1.31148e-21,-1.85606e-27,0,0
233.431,2.67177e-21,2.67772e-27,0,0,-1.08716e-21,-1.44735e-27,0,0
233.9,2.20942e-21,2.08271e-27,0,0,-9.00868e-22,-1.12808e-27,0,0
234.37,1.82638e-21,1.61911e-27,0,0,-7.46213e-22,-8.78782e-28,0,0
234.839,1.50916e-21,1.25805e-27,0,0,-6.17863e-22,-6.84225e-28,0,0
235.308,1.24656e-21,9.77021e-28,0,0,-5.11394e-22,-5.32465e-28,0,0
235.777,1.02926e-21,7.58377e-28,0,0,-4.23109e-22,-4.14159e-28,0,0
236.246,8.49513e-22,5.88367e-28,0,0,-3.49924e-22,-3.21971e-28,0,0
236.716,7.00886e-22,4.56234e-28,0,0,-2.89291e-22,-2.50176e-28,0,0
237.185,5.78037e-22,3.53598e-28,0,0,-2.3907e-22,-1.9429e-28,0,0
237.654,4.76539e-22,2.7391e-28,0,0,-1.97486e-22,-1.50813e-28,0,0
238.123,3.92713e-22,2.12073e-28,0,0,-1.63073e-22,-1.17e-28,0,0
238.592,3.23508e-22,1.64115e-28,0,0,-1.34607e-22,-9.07248e-29,0,0
239.062,2.66396e-22,1.26935e-28,0,0,-1.11066e-22,-7.03162e-29,0,0
239.531,2.19282e-22,9.81293e-29,0,0,-9.1606e-23,-5.44683e-29,0,0
240,1.80431e-22,7.58215e-29,0,0,0,0,0,0
